id,age,sex,sleep,stress,shift,fatigue,fatigue_label,sex_label,age_group
57272,20,1.0,6.31,7.0,1,1,Sedang,Male,Muda (<30)
57273,33,0.0,5.37,7.0,1,1,Sedang,Female,Dewasa (30-45)
57274,36,1.0,5.99,7.1,1,1,Sedang,Male,Dewasa (30-45)
57275,40,1.0,5.06,4.1,1,1,Sedang,Male,Dewasa (30-45)
57276,22,0.0,5.86,7.6,1,1,Sedang,Female,Muda (<30)
57277,39,0.0,6.28,5.7,1,1,Sedang,Female,Dewasa (30-45)
57278,23,0.0,5.93,6.8,1,1,Sedang,Female,Muda (<30)
57279,20,0.0,5.57,6.3,1,1,Sedang,Female,Muda (<30)
57280,32,0.0,4.59,5.7,1,1,Sedang,Female,Dewasa (30-45)
57281,37,0.0,9.64,6.8,1,1,Sedang,Female,Dewasa (30-45)
57282,56,1.0,4.77,6.4,1,2,Tinggi,Male,Senior (>45)
57283,40,1.0,4.66,6.1,1,2,Tinggi,Male,Dewasa (30-45)
57284,36,0.0,5.02,5.8,1,1,Sedang,Female,Dewasa (30-45)
57285,25,0.0,6.47,5.6,1,1,Sedang,Female,Muda (<30)
57286,23,1.0,5.87,6.5,1,1,Sedang,Male,Muda (<30)
57287,37,0.0,5.94,6.4,1,1,Sedang,Female,Dewasa (30-45)
57288,25,1.0,6.65,3.3,1,0,Rendah,Male,Muda (<30)
57289,41,1.0,7.6,7.2,1,1,Sedang,Male,Dewasa (30-45)
57290,22,0.0,4.49,7.8,1,2,Tinggi,Female,Muda (<30)
57291,28,1.0,6.25,6.8,1,1,Sedang,Male,Muda (<30)
57292,43,0.0,5.39,6.1,1,1,Sedang,Female,Dewasa (30-45)
57293,46,0.0,6.96,5.8,1,1,Sedang,Female,Senior (>45)
57294,28,0.0,8.6,4.0,1,0,Rendah,Female,Muda (<30)
57295,24,1.0,5.94,5.6,1,1,Sedang,Male,Muda (<30)
57296,56,0.0,6.85,5.9,1,1,Sedang,Female,Senior (>45)
57297,43,0.0,5.72,5.8,1,1,Sedang,Female,Dewasa (30-45)
57298,45,1.0,6.43,6.2,1,1,Sedang,Male,Dewasa (30-45)
57299,25,0.0,5.15,6.0,1,1,Sedang,Female,Muda (<30)
57300,31,0.0,6.04,1.8,1,1,Sedang,Female,Dewasa (30-45)
57301,20,1.0,6.75,5.6,1,1,Sedang,Male,Muda (<30)
57302,22,1.0,7.01,7.3,1,1,Sedang,Male,Muda (<30)
57303,25,1.0,5.81,6.4,1,1,Sedang,Male,Muda (<30)
57304,27,1.0,5.7,4.9,1,1,Sedang,Male,Muda (<30)
57305,67,1.0,5.65,7.0,1,1,Sedang,Male,Senior (>45)
57306,31,0.0,3.36,6.2,1,2,Tinggi,Female,Dewasa (30-45)
57307,40,1.0,5.43,3.3,1,1,Sedang,Male,Dewasa (30-45)
57308,51,1.0,6.42,5.0,1,1,Sedang,Male,Senior (>45)
57309,26,0.0,7.79,3.1,1,0,Rendah,Female,Muda (<30)
57310,23,0.0,6.46,5.7,1,1,Sedang,Female,Muda (<30)
57311,25,0.0,6.89,5.2,1,1,Sedang,Female,Muda (<30)
57312,49,1.0,7.01,6.7,1,1,Sedang,Male,Senior (>45)
57313,39,0.0,7.27,1.5,1,0,Rendah,Female,Dewasa (30-45)
57314,32,1.0,4.93,8.7,1,2,Tinggi,Male,Dewasa (30-45)
57315,45,0.0,6.33,6.8,1,1,Sedang,Female,Dewasa (30-45)
57316,25,0.0,9.08,4.1,1,0,Rendah,Female,Muda (<30)
57317,25,0.0,6.47,8.4,1,1,Sedang,Female,Muda (<30)
57318,36,1.0,5.65,5.8,1,1,Sedang,Male,Dewasa (30-45)
57319,44,0.0,6.61,5.8,1,1,Sedang,Female,Dewasa (30-45)
57320,26,1.0,6.5,6.1,1,1,Sedang,Male,Muda (<30)
57321,25,1.0,5.74,7.8,1,1,Sedang,Male,Muda (<30)
57322,33,1.0,9.85,1.3,1,0,Rendah,Male,Dewasa (30-45)
57323,22,0.0,5.73,7.4,1,1,Sedang,Female,Muda (<30)
57324,42,0.0,5.46,6.0,1,1,Sedang,Female,Dewasa (30-45)
57325,36,,5.86,6.5,1,1,Sedang,,Dewasa (30-45)
57326,34,,4.89,7.3,1,2,Tinggi,,Dewasa (30-45)
57327,48,0.0,6.46,4.2,1,1,Sedang,Female,Senior (>45)
57328,42,1.0,6.74,6.6,1,1,Sedang,Male,Dewasa (30-45)
57329,23,0.0,6.2,5.9,1,1,Sedang,Female,Muda (<30)
57330,31,1.0,4.27,7.6,1,2,Tinggi,Male,Dewasa (30-45)
57331,28,1.0,4.46,8.0,1,2,Tinggi,Male,Muda (<30)
57332,45,0.0,5.92,6.7,1,1,Sedang,Female,Dewasa (30-45)
57333,41,1.0,8.77,8.4,1,1,Sedang,Male,Dewasa (30-45)
57334,32,0.0,9.24,4.8,1,0,Rendah,Female,Dewasa (30-45)
57335,46,1.0,5.69,8.5,1,1,Sedang,Male,Senior (>45)
57336,31,1.0,4.51,7.5,1,2,Tinggi,Male,Dewasa (30-45)
57337,45,0.0,6.26,6.7,1,1,Sedang,Female,Dewasa (30-45)
57338,19,,5.02,5.7,1,1,Sedang,,Muda (<30)
57339,22,0.0,6.61,6.9,1,1,Sedang,Female,Muda (<30)
57340,43,0.0,7.47,3.4,1,0,Rendah,Female,Dewasa (30-45)
57341,22,0.0,6.97,5.2,1,1,Sedang,Female,Muda (<30)
57342,40,,6.88,4.0,1,0,Rendah,,Dewasa (30-45)
57343,41,0.0,7.21,4.0,1,0,Rendah,Female,Dewasa (30-45)
57344,39,0.0,5.96,5.7,1,1,Sedang,Female,Dewasa (30-45)
57345,45,0.0,6.93,5.8,1,1,Sedang,Female,Dewasa (30-45)
57346,34,0.0,4.91,4.4,1,1,Sedang,Female,Dewasa (30-45)
57347,50,0.0,4.9,5.7,1,1,Sedang,Female,Senior (>45)
57348,36,0.0,5.86,6.0,1,1,Sedang,Female,Dewasa (30-45)
57349,34,1.0,4.94,6.4,1,2,Tinggi,Male,Dewasa (30-45)
57350,34,1.0,6.26,6.8,1,1,Sedang,Male,Dewasa (30-45)
57351,51,0.0,5.43,6.6,1,1,Sedang,Female,Senior (>45)
57352,26,0.0,7.95,4.2,1,0,Rendah,Female,Muda (<30)
57353,40,0.0,5.59,5.8,1,1,Sedang,Female,Dewasa (30-45)
57354,25,0.0,4.06,8.0,1,2,Tinggi,Female,Muda (<30)
57355,21,1.0,7.85,3.9,1,0,Rendah,Male,Muda (<30)
57356,56,1.0,6.62,5.4,1,1,Sedang,Male,Senior (>45)
57357,22,1.0,5.08,6.8,1,1,Sedang,Male,Muda (<30)
57358,40,0.0,5.37,6.5,1,1,Sedang,Female,Dewasa (30-45)
57359,31,1.0,5.01,5.8,1,1,Sedang,Male,Dewasa (30-45)
57360,46,1.0,6.45,4.6,1,1,Sedang,Male,Senior (>45)
57361,43,1.0,5.89,6.4,1,1,Sedang,Male,Dewasa (30-45)
57362,23,0.0,7.28,8.6,1,1,Sedang,Female,Muda (<30)
57363,32,1.0,4.12,7.9,1,2,Tinggi,Male,Dewasa (30-45)
57364,19,1.0,8.51,3.8,1,0,Rendah,Male,Muda (<30)
57365,31,0.0,7.66,2.4,1,0,Rendah,Female,Dewasa (30-45)
57366,40,0.0,10.03,5.5,1,1,Sedang,Female,Dewasa (30-45)
57367,25,0.0,6.88,5.7,1,1,Sedang,Female,Muda (<30)
57368,45,0.0,5.51,4.9,1,1,Sedang,Female,Dewasa (30-45)
57369,20,0.0,6.74,3.1,1,0,Rendah,Female,Muda (<30)
57370,19,1.0,6.06,6.5,1,1,Sedang,Male,Muda (<30)
57371,19,0.0,6.29,6.4,1,1,Sedang,Female,Muda (<30)
57372,26,1.0,7.21,5.1,1,1,Sedang,Male,Muda (<30)
57373,32,1.0,5.97,7.4,1,1,Sedang,Male,Dewasa (30-45)
57374,21,1.0,6.09,3.6,1,1,Sedang,Male,Muda (<30)
57375,67,1.0,7.02,3.4,1,0,Rendah,Male,Senior (>45)
57376,69,1.0,5.73,5.6,1,1,Sedang,Male,Senior (>45)
57377,34,1.0,5.17,7.8,1,1,Sedang,Male,Dewasa (30-45)
57378,36,1.0,5.97,5.7,1,1,Sedang,Male,Dewasa (30-45)
57379,53,0.0,6.34,6.4,1,1,Sedang,Female,Senior (>45)
57380,43,1.0,5.34,5.3,1,1,Sedang,Male,Dewasa (30-45)
57381,23,1.0,5.87,5.6,1,1,Sedang,Male,Muda (<30)
57382,44,1.0,8.04,1.0,1,0,Rendah,Male,Dewasa (30-45)
57383,25,1.0,9.5,4.5,1,0,Rendah,Male,Muda (<30)
57384,31,1.0,8.37,6.9,1,1,Sedang,Male,Dewasa (30-45)
57385,34,0.0,6.91,6.6,1,1,Sedang,Female,Dewasa (30-45)
57386,41,0.0,6.66,5.5,1,1,Sedang,Female,Dewasa (30-45)
57387,23,0.0,4.94,6.0,1,1,Sedang,Female,Muda (<30)
57388,20,1.0,5.41,6.4,1,1,Sedang,Male,Muda (<30)
57389,48,0.0,6.04,6.6,1,1,Sedang,Female,Senior (>45)
57390,46,1.0,7.79,4.6,1,0,Rendah,Male,Senior (>45)
57391,34,0.0,6.91,5.9,1,1,Sedang,Female,Dewasa (30-45)
57392,39,1.0,5.71,4.1,1,1,Sedang,Male,Dewasa (30-45)
57393,41,1.0,5.54,8.6,1,1,Sedang,Male,Dewasa (30-45)
57394,33,1.0,7.93,3.1,1,0,Rendah,Male,Dewasa (30-45)
57395,26,0.0,5.86,7.2,1,1,Sedang,Female,Muda (<30)
57396,33,1.0,5.8,5.6,1,1,Sedang,Male,Dewasa (30-45)
57397,55,1.0,6.85,5.7,1,1,Sedang,Male,Senior (>45)
57398,46,0.0,4.25,5.7,1,1,Sedang,Female,Senior (>45)
57399,32,0.0,6.59,8.3,1,1,Sedang,Female,Dewasa (30-45)
57400,25,1.0,6.75,6.1,1,1,Sedang,Male,Muda (<30)
57401,50,0.0,7.7,6.3,1,1,Sedang,Female,Senior (>45)
57402,38,0.0,7.97,6.0,1,1,Sedang,Female,Dewasa (30-45)
57403,30,1.0,5.32,6.1,1,1,Sedang,Male,Muda (<30)
57404,22,0.0,7.47,4.9,1,0,Rendah,Female,Muda (<30)
57405,42,1.0,6.12,5.0,1,1,Sedang,Male,Dewasa (30-45)
57406,27,0.0,4.83,7.8,1,2,Tinggi,Female,Muda (<30)
57407,37,1.0,4.27,8.4,1,2,Tinggi,Male,Dewasa (30-45)
57408,36,1.0,7.06,2.8,1,0,Rendah,Male,Dewasa (30-45)
57409,40,1.0,6.88,3.5,1,0,Rendah,Male,Dewasa (30-45)
57410,35,0.0,7.43,5.5,1,1,Sedang,Female,Dewasa (30-45)
57411,38,1.0,6.18,6.7,1,1,Sedang,Male,Dewasa (30-45)
57412,21,0.0,6.72,4.6,1,0,Rendah,Female,Muda (<30)
57413,39,0.0,5.55,6.6,1,1,Sedang,Female,Dewasa (30-45)
57414,24,1.0,6.71,4.9,1,0,Rendah,Male,Muda (<30)
57415,30,0.0,6.46,2.9,1,1,Sedang,Female,Muda (<30)
57416,34,0.0,8.15,3.6,1,0,Rendah,Female,Dewasa (30-45)
57417,40,0.0,5.88,7.3,1,1,Sedang,Female,Dewasa (30-45)
57418,42,1.0,5.33,7.0,1,1,Sedang,Male,Dewasa (30-45)
57419,40,0.0,7.7,5.5,1,1,Sedang,Female,Dewasa (30-45)
57420,21,0.0,7.81,4.9,1,0,Rendah,Female,Muda (<30)
57421,30,0.0,7.96,4.8,1,0,Rendah,Female,Muda (<30)
57422,27,1.0,5.62,7.3,1,1,Sedang,Male,Muda (<30)
57423,30,1.0,7.79,3.9,1,0,Rendah,Male,Muda (<30)
57424,38,1.0,6.0,6.9,1,1,Sedang,Male,Dewasa (30-45)
57425,24,0.0,8.32,7.4,1,1,Sedang,Female,Muda (<30)
57426,33,1.0,7.23,5.8,1,1,Sedang,Male,Dewasa (30-45)
57427,49,0.0,7.14,6.0,1,1,Sedang,Female,Senior (>45)
57428,41,1.0,7.48,6.1,1,1,Sedang,Male,Dewasa (30-45)
57429,41,,6.73,4.9,1,0,Rendah,,Dewasa (30-45)
57430,47,1.0,5.79,7.8,1,1,Sedang,Male,Senior (>45)
57431,30,0.0,9.23,2.4,1,0,Rendah,Female,Muda (<30)
57432,43,,4.03,7.5,1,2,Tinggi,,Dewasa (30-45)
57433,20,1.0,4.69,6.4,1,2,Tinggi,Male,Muda (<30)
57434,20,1.0,5.71,8.5,1,1,Sedang,Male,Muda (<30)
57435,28,0.0,5.13,7.2,1,1,Sedang,Female,Muda (<30)
57436,24,1.0,6.24,6.2,1,1,Sedang,Male,Muda (<30)
57437,34,1.0,5.35,6.7,1,1,Sedang,Male,Dewasa (30-45)
57438,24,0.0,5.22,8.4,1,1,Sedang,Female,Muda (<30)
57439,59,0.0,7.26,7.2,1,1,Sedang,Female,Senior (>45)
57440,47,0.0,8.92,1.5,1,0,Rendah,Female,Senior (>45)
57441,61,0.0,5.07,7.7,1,1,Sedang,Female,Senior (>45)
57442,45,0.0,7.2,5.9,1,1,Sedang,Female,Dewasa (30-45)
57443,55,1.0,5.26,5.7,1,1,Sedang,Male,Senior (>45)
57444,29,0.0,7.23,2.7,1,0,Rendah,Female,Muda (<30)
57445,33,0.0,7.61,3.7,1,0,Rendah,Female,Dewasa (30-45)
57446,25,1.0,6.48,5.7,1,1,Sedang,Male,Muda (<30)
57447,38,1.0,5.05,6.2,1,1,Sedang,Male,Dewasa (30-45)
57448,44,1.0,6.0,5.6,1,1,Sedang,Male,Dewasa (30-45)
57449,33,1.0,7.24,5.0,1,0,Rendah,Male,Dewasa (30-45)
57450,27,1.0,8.5,5.5,1,1,Sedang,Male,Muda (<30)
57451,34,1.0,8.26,5.6,1,1,Sedang,Male,Dewasa (30-45)
57452,20,1.0,5.45,6.2,1,1,Sedang,Male,Muda (<30)
57453,41,1.0,7.44,6.4,1,1,Sedang,Male,Dewasa (30-45)
57454,32,1.0,5.56,5.7,1,1,Sedang,Male,Dewasa (30-45)
57455,50,0.0,5.46,7.0,1,1,Sedang,Female,Senior (>45)
57456,52,1.0,6.46,7.5,1,1,Sedang,Male,Senior (>45)
57457,22,0.0,6.91,6.1,1,1,Sedang,Female,Muda (<30)
57458,66,0.0,5.81,6.9,1,1,Sedang,Female,Senior (>45)
57459,58,0.0,6.07,5.9,1,1,Sedang,Female,Senior (>45)
57460,38,0.0,6.37,6.1,1,1,Sedang,Female,Dewasa (30-45)
57461,46,0.0,5.25,5.6,1,1,Sedang,Female,Senior (>45)
57462,18,0.0,5.27,8.2,1,1,Sedang,Female,Muda (<30)
57463,58,1.0,5.79,4.8,1,1,Sedang,Male,Senior (>45)
57464,32,1.0,6.75,5.0,1,0,Rendah,Male,Dewasa (30-45)
57465,51,1.0,7.12,6.1,1,1,Sedang,Male,Senior (>45)
57466,30,1.0,6.27,4.6,1,1,Sedang,Male,Muda (<30)
57467,44,0.0,8.52,1.2,1,0,Rendah,Female,Dewasa (30-45)
57468,31,0.0,4.84,6.3,1,2,Tinggi,Female,Dewasa (30-45)
57469,29,0.0,8.49,3.3,1,0,Rendah,Female,Muda (<30)
57470,55,1.0,7.37,3.6,1,0,Rendah,Male,Senior (>45)
57471,40,0.0,8.16,4.8,1,0,Rendah,Female,Dewasa (30-45)
57472,47,1.0,5.96,5.3,1,1,Sedang,Male,Senior (>45)
57473,35,0.0,4.04,5.4,1,1,Sedang,Female,Dewasa (30-45)
57474,52,0.0,6.22,5.5,1,1,Sedang,Female,Senior (>45)
57475,42,1.0,7.93,3.7,1,0,Rendah,Male,Dewasa (30-45)
57476,20,0.0,7.71,4.5,1,0,Rendah,Female,Muda (<30)
57477,43,0.0,7.12,5.8,1,1,Sedang,Female,Dewasa (30-45)
57478,18,1.0,8.99,1.5,1,0,Rendah,Male,Muda (<30)
57479,46,0.0,7.51,5.7,1,1,Sedang,Female,Senior (>45)
57480,28,0.0,9.46,1.5,1,0,Rendah,Female,Muda (<30)
57481,37,0.0,8.25,4.1,1,0,Rendah,Female,Dewasa (30-45)
57482,42,1.0,3.06,7.5,1,2,Tinggi,Male,Dewasa (30-45)
57483,38,0.0,6.52,5.6,1,1,Sedang,Female,Dewasa (30-45)
57484,39,0.0,6.2,5.4,1,1,Sedang,Female,Dewasa (30-45)
57485,50,1.0,6.25,4.2,1,1,Sedang,Male,Senior (>45)
57486,29,1.0,6.13,7.6,1,1,Sedang,Male,Muda (<30)
57487,35,0.0,6.3,5.6,1,1,Sedang,Female,Dewasa (30-45)
57488,24,0.0,6.59,3.2,1,0,Rendah,Female,Muda (<30)
57489,32,0.0,7.82,4.5,1,0,Rendah,Female,Dewasa (30-45)
57490,23,1.0,7.34,4.9,1,0,Rendah,Male,Muda (<30)
57491,38,0.0,4.81,7.0,1,2,Tinggi,Female,Dewasa (30-45)
57492,28,0.0,6.82,4.6,1,0,Rendah,Female,Muda (<30)
57493,48,1.0,8.61,2.4,1,0,Rendah,Male,Senior (>45)
57494,28,1.0,7.66,4.1,1,0,Rendah,Male,Muda (<30)
57495,27,1.0,7.09,5.5,1,1,Sedang,Male,Muda (<30)
57496,33,0.0,6.25,5.5,1,1,Sedang,Female,Dewasa (30-45)
57497,24,0.0,7.29,5.8,1,1,Sedang,Female,Muda (<30)
57498,24,0.0,6.37,7.6,1,1,Sedang,Female,Muda (<30)
57499,44,1.0,7.34,7.8,1,1,Sedang,Male,Dewasa (30-45)
57500,33,1.0,6.52,7.2,1,1,Sedang,Male,Dewasa (30-45)
57501,24,1.0,6.5,4.8,1,0,Rendah,Male,Muda (<30)
57502,19,0.0,8.7,4.9,1,0,Rendah,Female,Muda (<30)
57503,32,0.0,6.58,6.3,1,1,Sedang,Female,Dewasa (30-45)
57504,42,1.0,7.1,6.3,1,1,Sedang,Male,Dewasa (30-45)
57505,29,0.0,6.24,6.9,1,1,Sedang,Female,Muda (<30)
57506,26,1.0,6.7,5.2,1,1,Sedang,Male,Muda (<30)
57507,30,1.0,6.04,7.2,1,1,Sedang,Male,Muda (<30)
57508,56,1.0,5.54,6.6,1,1,Sedang,Male,Senior (>45)
57509,31,1.0,7.02,4.8,1,0,Rendah,Male,Dewasa (30-45)
57510,26,0.0,6.48,6.5,1,1,Sedang,Female,Muda (<30)
57511,36,0.0,5.68,6.1,1,1,Sedang,Female,Dewasa (30-45)
57512,45,1.0,5.22,7.4,1,1,Sedang,Male,Dewasa (30-45)
57513,18,1.0,6.28,5.6,1,1,Sedang,Male,Muda (<30)
57514,35,0.0,6.55,7.6,1,1,Sedang,Female,Dewasa (30-45)
57515,46,0.0,7.83,5.3,1,1,Sedang,Female,Senior (>45)
57516,25,1.0,5.57,6.5,1,1,Sedang,Male,Muda (<30)
57517,52,0.0,5.43,7.0,1,1,Sedang,Female,Senior (>45)
57518,36,1.0,6.44,5.7,1,1,Sedang,Male,Dewasa (30-45)
57519,34,1.0,8.82,5.5,1,1,Sedang,Male,Dewasa (30-45)
57520,57,1.0,5.92,5.8,1,1,Sedang,Male,Senior (>45)
57521,22,0.0,6.09,6.2,1,1,Sedang,Female,Muda (<30)
57522,42,1.0,7.51,5.5,1,1,Sedang,Male,Dewasa (30-45)
57523,45,0.0,5.15,5.9,1,1,Sedang,Female,Dewasa (30-45)
57524,33,0.0,6.45,4.6,1,1,Sedang,Female,Dewasa (30-45)
57525,18,1.0,7.19,5.7,1,1,Sedang,Male,Muda (<30)
57526,34,0.0,4.83,4.3,1,1,Sedang,Female,Dewasa (30-45)
57527,23,1.0,5.63,5.7,1,1,Sedang,Male,Muda (<30)
57528,35,0.0,8.07,2.7,1,0,Rendah,Female,Dewasa (30-45)
57529,42,0.0,6.29,6.3,1,1,Sedang,Female,Dewasa (30-45)
57530,34,1.0,8.24,5.0,1,0,Rendah,Male,Dewasa (30-45)
57531,38,1.0,6.32,6.6,1,1,Sedang,Male,Dewasa (30-45)
57532,21,1.0,7.57,5.1,1,1,Sedang,Male,Muda (<30)
57533,21,0.0,7.91,6.6,1,1,Sedang,Female,Muda (<30)
57534,47,1.0,6.7,4.1,1,0,Rendah,Male,Senior (>45)
57535,19,1.0,7.69,3.8,1,0,Rendah,Male,Muda (<30)
57536,27,1.0,4.44,7.1,1,2,Tinggi,Male,Muda (<30)
57537,54,1.0,7.66,4.1,1,0,Rendah,Male,Senior (>45)
57538,32,,4.53,7.9,1,2,Tinggi,,Dewasa (30-45)
57539,39,0.0,4.82,6.7,1,2,Tinggi,Female,Dewasa (30-45)
57540,25,0.0,6.18,6.0,1,1,Sedang,Female,Muda (<30)
57541,26,0.0,6.45,5.8,1,1,Sedang,Female,Muda (<30)
57542,34,1.0,4.72,7.8,1,2,Tinggi,Male,Dewasa (30-45)
57543,38,0.0,6.27,6.6,1,1,Sedang,Female,Dewasa (30-45)
57544,57,0.0,8.51,3.0,1,0,Rendah,Female,Senior (>45)
57545,36,1.0,7.09,4.8,1,0,Rendah,Male,Dewasa (30-45)
57546,21,0.0,4.16,6.0,1,1,Sedang,Female,Muda (<30)
57547,29,1.0,4.72,6.7,1,2,Tinggi,Male,Muda (<30)
57548,26,0.0,8.55,6.4,1,1,Sedang,Female,Muda (<30)
57549,26,0.0,6.25,3.6,1,1,Sedang,Female,Muda (<30)
57550,34,1.0,5.79,6.3,1,1,Sedang,Male,Dewasa (30-45)
57551,27,0.0,5.35,9.8,1,1,Sedang,Female,Muda (<30)
57552,27,0.0,7.53,6.7,1,1,Sedang,Female,Muda (<30)
57553,58,,6.39,5.6,1,1,Sedang,,Senior (>45)
57554,36,1.0,6.77,6.9,1,1,Sedang,Male,Dewasa (30-45)
57555,26,1.0,5.48,5.4,1,1,Sedang,Male,Muda (<30)
57556,26,0.0,5.62,6.4,1,1,Sedang,Female,Muda (<30)
57557,45,0.0,4.58,7.3,1,2,Tinggi,Female,Dewasa (30-45)
57558,49,1.0,7.57,5.3,1,1,Sedang,Male,Senior (>45)
57559,39,1.0,4.62,9.7,1,2,Tinggi,Male,Dewasa (30-45)
57560,31,0.0,8.0,5.7,1,1,Sedang,Female,Dewasa (30-45)
57561,43,1.0,5.55,5.7,1,1,Sedang,Male,Dewasa (30-45)
57562,54,1.0,7.67,1.1,1,0,Rendah,Male,Senior (>45)
57563,23,1.0,7.66,5.9,1,1,Sedang,Male,Muda (<30)
57564,48,0.0,5.95,5.6,1,1,Sedang,Female,Senior (>45)
57565,47,0.0,6.87,7.2,1,1,Sedang,Female,Senior (>45)
57566,29,1.0,5.88,6.5,1,1,Sedang,Male,Muda (<30)
57567,27,1.0,6.93,5.8,1,1,Sedang,Male,Muda (<30)
57568,36,0.0,4.0,5.6,1,1,Sedang,Female,Dewasa (30-45)
57569,26,0.0,8.08,6.5,1,1,Sedang,Female,Muda (<30)
57570,23,1.0,6.93,5.8,1,1,Sedang,Male,Muda (<30)
57571,56,0.0,7.92,7.0,1,1,Sedang,Female,Senior (>45)
57572,33,1.0,8.83,5.8,1,1,Sedang,Male,Dewasa (30-45)
57573,33,1.0,8.66,4.8,1,0,Rendah,Male,Dewasa (30-45)
57574,22,1.0,6.37,7.6,1,1,Sedang,Male,Muda (<30)
57575,34,0.0,7.34,6.8,1,1,Sedang,Female,Dewasa (30-45)
57576,42,1.0,6.9,6.0,1,1,Sedang,Male,Dewasa (30-45)
57577,26,1.0,6.37,4.6,1,1,Sedang,Male,Muda (<30)
57578,29,0.0,7.81,6.3,1,1,Sedang,Female,Muda (<30)
57579,24,0.0,7.61,3.0,1,0,Rendah,Female,Muda (<30)
57580,29,1.0,8.21,2.8,1,0,Rendah,Male,Muda (<30)
57581,48,0.0,6.66,5.9,1,1,Sedang,Female,Senior (>45)
57582,25,0.0,5.13,5.5,1,1,Sedang,Female,Muda (<30)
57583,19,1.0,4.43,7.3,1,2,Tinggi,Male,Muda (<30)
57584,35,1.0,5.31,7.2,1,1,Sedang,Male,Dewasa (30-45)
57585,36,0.0,6.77,5.6,1,1,Sedang,Female,Dewasa (30-45)
57586,28,1.0,7.59,5.1,1,1,Sedang,Male,Muda (<30)
57587,38,0.0,7.17,8.9,1,1,Sedang,Female,Dewasa (30-45)
57588,19,1.0,4.43,8.7,1,2,Tinggi,Male,Muda (<30)
57589,28,1.0,6.75,5.0,1,0,Rendah,Male,Muda (<30)
57590,23,1.0,5.72,5.9,1,1,Sedang,Male,Muda (<30)
57591,25,1.0,6.68,3.9,1,0,Rendah,Male,Muda (<30)
57592,30,1.0,7.13,4.3,1,0,Rendah,Male,Muda (<30)
57593,33,1.0,6.16,3.7,1,1,Sedang,Male,Dewasa (30-45)
57594,21,1.0,6.24,6.1,1,1,Sedang,Male,Muda (<30)
57595,21,1.0,7.58,5.2,1,1,Sedang,Male,Muda (<30)
57596,39,0.0,7.11,4.6,1,0,Rendah,Female,Dewasa (30-45)
57597,30,0.0,4.89,6.0,1,1,Sedang,Female,Muda (<30)
57598,24,1.0,5.43,6.5,1,1,Sedang,Male,Muda (<30)
57599,25,1.0,5.07,5.9,1,1,Sedang,Male,Muda (<30)
57600,41,0.0,5.92,4.5,1,1,Sedang,Female,Dewasa (30-45)
57601,20,0.0,4.33,8.7,1,2,Tinggi,Female,Muda (<30)
57602,34,0.0,7.67,6.6,1,1,Sedang,Female,Dewasa (30-45)
57603,29,1.0,6.95,5.3,1,1,Sedang,Male,Muda (<30)
57604,45,1.0,6.83,5.4,1,1,Sedang,Male,Dewasa (30-45)
57605,44,0.0,8.47,5.3,1,1,Sedang,Female,Dewasa (30-45)
57606,40,1.0,5.55,7.7,1,1,Sedang,Male,Dewasa (30-45)
57607,30,1.0,7.49,2.8,1,0,Rendah,Male,Muda (<30)
57608,38,1.0,6.58,6.6,1,1,Sedang,Male,Dewasa (30-45)
57609,38,1.0,5.24,9.1,1,1,Sedang,Male,Dewasa (30-45)
57610,28,1.0,6.31,7.9,1,1,Sedang,Male,Muda (<30)
57611,49,0.0,7.39,5.0,1,0,Rendah,Female,Senior (>45)
57612,62,0.0,8.78,3.3,1,0,Rendah,Female,Senior (>45)
57613,27,,7.04,7.0,1,1,Sedang,,Muda (<30)
57614,45,1.0,7.51,6.7,1,1,Sedang,Male,Dewasa (30-45)
57615,33,0.0,7.41,6.0,1,1,Sedang,Female,Dewasa (30-45)
57616,32,1.0,6.28,6.6,1,1,Sedang,Male,Dewasa (30-45)
57617,30,0.0,6.69,4.3,1,0,Rendah,Female,Muda (<30)
57618,27,1.0,4.6,6.6,1,2,Tinggi,Male,Muda (<30)
57619,52,1.0,6.3,8.7,1,1,Sedang,Male,Senior (>45)
57620,42,1.0,8.38,6.6,1,1,Sedang,Male,Dewasa (30-45)
57621,31,1.0,6.22,3.8,1,1,Sedang,Male,Dewasa (30-45)
57622,42,1.0,6.73,4.0,1,0,Rendah,Male,Dewasa (30-45)
57623,41,1.0,6.33,7.4,1,1,Sedang,Male,Dewasa (30-45)
57624,26,1.0,5.94,7.7,1,1,Sedang,Male,Muda (<30)
57625,24,0.0,6.73,5.5,1,1,Sedang,Female,Muda (<30)
57626,46,1.0,7.21,3.7,1,0,Rendah,Male,Senior (>45)
57627,45,0.0,4.57,7.8,1,2,Tinggi,Female,Dewasa (30-45)
57628,67,0.0,5.82,7.9,1,1,Sedang,Female,Senior (>45)
57629,18,1.0,4.97,7.2,1,2,Tinggi,Male,Muda (<30)
57630,35,0.0,5.47,8.6,1,1,Sedang,Female,Dewasa (30-45)
57631,40,0.0,9.28,5.4,1,1,Sedang,Female,Dewasa (30-45)
57632,36,1.0,6.84,5.6,1,1,Sedang,Male,Dewasa (30-45)
57633,41,1.0,6.65,1.9,1,0,Rendah,Male,Dewasa (30-45)
57634,22,1.0,8.44,4.7,1,0,Rendah,Male,Muda (<30)
57635,18,1.0,7.08,5.6,1,1,Sedang,Male,Muda (<30)
